ticker,date,eps_estimate,eps_reported
AMD,2001-10-17,-0.28,-0.28
AMD,2002-01-16,-0.18,-0.05
AMD,2002-04-17,-0.06,-0.03
AMD,2002-07-17,-0.44,-0.54
AMD,2002-10-16,-0.67,-0.74
AMD,2003-01-16,-0.43,-0.68
AMD,2003-04-16,-0.49,-0.42
AMD,2003-07-16,-0.55,-0.4
AMD,2003-10-16,-0.36,-0.11
AMD,2004-01-20,0.04,0.09
AMD,2004-04-14,0.03,0.12
AMD,2004-07-14,0.09,0.09
AMD,2004-10-07,0.12,0.12
AMD,2005-01-18,0.07,0.05
AMD,2005-04-13,0.02,-0.04
AMD,2005-07-13,-0.05,0.03
AMD,2005-10-11,0.08,0.18
AMD,2006-01-18,0.26,0.45
AMD,2006-04-12,0.3,0.42
AMD,2006-07-20,0.2,0.18
AMD,2006-10-18,0.23,0.23
AMD,2007-01-23,0.12,-0.04
AMD,2007-04-19,-0.43,-0.9
AMD,2007-07-19,-0.79,-0.92
AMD,2007-10-18,-0.61,-0.49
AMD,2008-01-17,-0.33,-0.17
AMD,2008-04-17,-0.47,-0.51
AMD,2008-07-17,-0.52,-0.6
AMD,2008-10-16,-0.39,-0.18
AMD,2009-01-22,-0.56,-0.69
AMD,2009-04-21,-0.63,-0.62
AMD,2009-07-21,-0.51,-0.62
AMD,2009-10-15,-0.45,-0.18
AMD,2010-01-21,-0.05,-0.08
AMD,2010-04-15,-0.07,0.06
AMD,2010-07-15,0.06,0.11
AMD,2010-10-14,0.08,0.15
AMD,2011-01-20,0.11,0.14
AMD,2011-04-21,0.05,0.08
AMD,2011-07-21,0.08,0.09
AMD,2011-10-27,0.1,0.15
AMD,2012-01-24,0.16,0.19
AMD,2012-04-19,0.09,0.12
AMD,2012-07-19,0.07,0.06
AMD,2012-10-18,-0.16,-0.2
AMD,2013-01-22,-0.21,-0.14
AMD,2013-04-18,-0.17,-0.13
AMD,2013-07-18,-0.12,-0.09
AMD,2013-10-17,0.02,0.04
AMD,2014-01-21,0.06,0.06
AMD,2014-04-17,0.01,0.02
AMD,2014-07-17,0.03,0.02
AMD,2014-10-16,0.04,0.03
AMD,2015-01-20,0.01,
AMD,2015-04-16,-0.06,-0.09
AMD,2015-07-16,-0.16,-0.17
AMD,2015-10-15,-0.12,-0.17
AMD,2016-01-19,-0.1,-0.1
AMD,2016-04-21,-0.13,-0.12
AMD,2016-07-21,-0.09,-0.05
AMD,2016-10-20,,0.03
AMD,2017-01-31,-0.02,-0.01
AMD,2017-05-01,-0.04,-0.04
AMD,2017-07-25,,0.02
AMD,2017-10-24,0.08,0.1
AMD,2018-01-30,0.05,0.08
AMD,2018-04-25,0.09,0.11
AMD,2018-07-25,0.13,0.14
AMD,2018-10-24,0.12,0.13
AMD,2019-01-29,0.08,0.08
AMD,2019-04-30,0.06,0.06
AMD,2019-07-30,0.08,0.08
AMD,2019-10-29,0.18,0.18
AMD,2020-01-28,0.31,0.32
AMD,2020-04-28,0.18,0.18
AMD,2020-07-28,0.17,0.18
AMD,2020-10-27,0.36,0.41
AMD,2021-01-26,0.48,0.52
AMD,2021-04-27,0.44,0.52
AMD,2021-07-27,0.54,0.63
AMD,2021-10-26,0.66,0.73
AMD,2022-02-01,0.76,0.92
AMD,2022-05-03,0.92,1.13
AMD,2022-08-02,1.04,1.05
AMD,2022-11-01,0.7,0.67
AMD,2023-01-31,0.67,0.69
AMD,2023-05-02,0.56,0.6
AMD,2023-08-01,0.57,0.58
AMD,2023-10-31,0.68,0.7
AMD,2024-01-30,0.77,0.77
AMD,2024-04-30,0.61,0.62
AMD,2024-07-30,0.68,0.69
AMD,2024-10-29,0.92,0.92
AMD,2025-02-04,1.09,1.09
AMD,2025-05-06,0.93,0.96
AMD,2025-08-05,-0.05,0.54
AMD,2025-11-04,1.17,1.2
AMD,2026-02-03,1.32,1.53
AMD,2026-05-05,1.29,1.37
AMD,2026-08-04,1.61,
AMZN,2002-04-23,,
AMZN,2002-04-23,-0.01,-0.01
AMZN,2002-07-23,,
AMZN,2002-07-23,-0.01,-0.01
AMZN,2002-10-24,,
AMZN,2003-01-23,0.01,0.01
AMZN,2003-04-24,,0.01
AMZN,2003-07-22,,0.01
AMZN,2003-10-21,,0.01
AMZN,2004-01-27,0.01,0.01
AMZN,2004-04-22,0.01,0.01
AMZN,2004-07-22,0.01,0.01
AMZN,2004-10-21,0.01,0.01
AMZN,2005-02-02,0.02,0.02
AMZN,2005-04-26,0.01,0.01
AMZN,2005-07-26,0.01,0.01
AMZN,2005-10-25,0.01,0.01
AMZN,2006-02-02,0.01,0.01
AMZN,2006-04-25,0.01,0.01
AMZN,2006-07-25,,
AMZN,2006-10-24,,
AMZN,2007-02-01,0.01,0.01
AMZN,2007-04-24,0.01,0.01
AMZN,2007-07-24,0.01,0.01
AMZN,2007-10-23,0.01,0.01
AMZN,2008-01-30,0.02,0.02
AMZN,2008-04-23,0.02,0.02
AMZN,2008-07-23,0.01,0.02
AMZN,2008-10-22,0.01,0.01
AMZN,2009-01-29,0.02,0.03
AMZN,2009-04-23,0.02,0.02
AMZN,2009-07-23,0.02,0.02
AMZN,2009-10-22,0.02,0.02
AMZN,2010-04-18,0.04,0.04
AMZN,2010-04-22,0.03,0.03
AMZN,2010-07-22,0.03,0.02
AMZN,2010-10-21,0.02,0.03
AMZN,2011-01-27,0.04,0.05
AMZN,2011-04-26,0.03,0.02
AMZN,2011-07-26,0.02,0.02
AMZN,2011-10-25,0.01,0.01
AMZN,2012-01-31,0.01,0.02
AMZN,2012-04-26,,0.01
AMZN,2012-07-26,,
AMZN,2012-10-25,,-0.03
AMZN,2013-01-29,0.01,0.01
AMZN,2013-04-25,,0.01
AMZN,2013-07-25,,
AMZN,2013-10-24,,
AMZN,2014-01-30,0.03,0.03
AMZN,2014-04-24,0.01,0.01
AMZN,2014-07-24,-0.01,-0.01
AMZN,2014-10-23,-0.04,-0.05
AMZN,2015-01-29,0.01,0.02
AMZN,2015-04-23,-0.01,-0.01
AMZN,2015-07-23,-0.01,0.01
AMZN,2015-10-22,-0.01,0.01
AMZN,2016-01-28,0.08,0.05
AMZN,2016-04-28,0.03,0.05
AMZN,2016-07-28,0.06,0.09
AMZN,2016-10-27,0.04,0.03
AMZN,2017-02-02,0.07,0.08
AMZN,2017-04-27,0.06,0.07
AMZN,2017-07-27,0.07,0.02
AMZN,2017-10-26,,0.03
AMZN,2018-02-01,0.09,0.11
AMZN,2018-04-26,0.06,0.16
AMZN,2018-07-26,0.13,0.25
AMZN,2018-10-25,0.15,0.29
AMZN,2019-01-31,0.28,0.3
AMZN,2019-04-25,0.23,0.35
AMZN,2019-07-25,0.28,0.26
AMZN,2019-10-24,0.22,0.21
AMZN,2020-01-30,0.2,0.32
AMZN,2020-04-30,0.31,0.25
AMZN,2020-07-30,0.08,0.52
AMZN,2020-10-29,0.38,0.62
AMZN,2021-02-02,0.35,0.7
AMZN,2021-04-29,0.47,0.79
AMZN,2021-07-29,0.61,0.76
AMZN,2021-10-28,0.44,0.31
AMZN,2022-02-03,0.19,1.39
AMZN,2022-04-28,0.41,-0.38
AMZN,2022-07-28,0.12,-0.2
AMZN,2022-10-27,0.21,0.28
AMZN,2023-02-02,0.17,0.03
AMZN,2023-04-27,0.21,0.31
AMZN,2023-08-03,0.34,0.65
AMZN,2023-10-26,0.59,0.94
AMZN,2024-02-01,0.8,1.0
AMZN,2024-04-30,0.83,0.98
AMZN,2024-08-01,1.02,1.26
AMZN,2024-10-31,1.14,1.43
AMZN,2025-02-06,1.48,1.86
AMZN,2025-05-01,1.36,1.59
AMZN,2025-07-31,1.32,1.68
AMZN,2025-10-30,1.56,1.95
AMZN,2026-02-05,1.95,1.95
AMZN,2026-04-29,1.64,2.78
AMZN,2026-07-30,1.82,
BAC,2002-01-22,0.62,0.64
BAC,2002-04-15,0.67,0.69
BAC,2002-04-15,0.56,0.57
BAC,2002-07-15,0.7,0.7
BAC,2002-10-15,0.71,0.73
BAC,2003-01-15,0.83,0.85
BAC,2003-04-14,0.74,0.8
BAC,2003-07-14,0.78,0.9
BAC,2003-10-14,0.85,0.96
BAC,2004-01-15,0.89,0.92
BAC,2004-04-14,0.9,0.92
BAC,2004-07-14,0.87,0.95
BAC,2004-10-14,0.91,0.95
BAC,2005-01-18,0.92,0.94
BAC,2005-04-18,0.97,1.16
BAC,2005-07-18,1.01,1.08
BAC,2005-10-19,1.06,1.04
BAC,2006-01-23,1.02,0.93
BAC,2006-04-20,1.0,1.08
BAC,2006-07-19,1.1,1.22
BAC,2006-10-19,1.16,1.22
BAC,2007-01-23,1.13,1.16
BAC,2007-04-19,1.15,1.17
BAC,2007-07-19,1.2,1.3
BAC,2007-10-18,1.06,0.82
BAC,2008-01-22,0.19,-0.15
BAC,2008-04-21,0.45,0.26
BAC,2008-07-21,0.51,0.72
BAC,2008-10-06,0.61,0.15
BAC,2009-01-16,0.06,-0.48
BAC,2009-04-20,0.07,0.17
BAC,2009-07-17,0.31,0.33
BAC,2009-10-16,-0.02,-0.05
BAC,2010-04-16,0.11,0.28
BAC,2010-04-19,-0.52,-0.6
BAC,2010-07-16,0.23,0.27
BAC,2010-10-19,0.17,0.27
BAC,2011-01-21,0.16,0.04
BAC,2011-04-15,0.27,0.17
BAC,2011-07-19,0.3,0.33
BAC,2011-10-18,0.2,0.27
BAC,2012-01-19,0.16,0.15
BAC,2012-04-19,0.12,0.31
BAC,2012-07-18,0.13,0.15
BAC,2012-10-17,0.18,0.28
BAC,2013-01-17,0.2,0.21
BAC,2013-04-17,0.22,0.2
BAC,2013-07-17,0.26,0.32
BAC,2013-10-16,0.18,0.2
BAC,2014-01-15,0.27,0.29
BAC,2014-04-16,0.05,-0.05
BAC,2014-07-16,0.1,0.19
BAC,2014-10-15,-0.09,-0.05
BAC,2015-01-15,0.31,0.25
BAC,2015-04-15,0.29,0.27
BAC,2015-07-15,0.36,0.45
BAC,2015-10-14,0.33,0.37
BAC,2016-01-19,0.27,0.28
BAC,2016-04-14,0.21,0.21
BAC,2016-07-18,0.33,0.36
BAC,2016-10-17,0.34,0.41
BAC,2017-01-13,0.38,0.4
BAC,2017-04-18,0.35,0.41
BAC,2017-07-18,0.44,0.46
BAC,2017-10-13,0.46,0.48
BAC,2018-01-17,0.45,0.47
BAC,2018-04-16,0.6,0.62
BAC,2018-07-16,0.58,0.63
BAC,2018-10-15,0.62,0.66
BAC,2019-01-16,0.64,0.7
BAC,2019-04-16,0.66,0.7
BAC,2019-07-17,0.71,0.74
BAC,2019-10-16,0.68,0.75
BAC,2020-01-15,0.69,0.74
BAC,2020-04-15,0.6,0.4
BAC,2020-07-16,0.28,0.37
BAC,2020-10-14,0.5,0.51
BAC,2021-01-19,0.54,0.59
BAC,2021-04-15,0.65,0.86
BAC,2021-07-14,0.77,1.03
BAC,2021-10-14,0.7,0.85
BAC,2022-01-19,0.76,0.82
BAC,2022-04-18,0.74,0.8
BAC,2022-07-18,0.75,0.73
BAC,2022-10-17,0.77,0.81
BAC,2023-01-13,0.77,0.85
BAC,2023-04-18,0.82,0.94
BAC,2023-07-18,0.84,0.88
BAC,2023-10-17,0.82,0.9
BAC,2024-01-12,0.58,0.35
BAC,2024-04-16,0.77,0.76
BAC,2024-07-16,0.8,0.83
BAC,2024-10-15,0.76,0.81
BAC,2025-01-16,0.77,0.82
BAC,2025-04-15,0.81,0.9
BAC,2025-07-16,0.86,0.89
BAC,2025-10-15,0.95,1.06
BAC,2026-01-14,0.96,0.98
BAC,2026-04-15,1.02,1.11
BAC,2026-07-14,1.09,
CVX,2001-10-25,0.72,0.8
CVX,2002-01-29,0.44,0.24
CVX,2002-04-25,0.35,0.44
CVX,2002-07-30,0.69,0.58
CVX,2002-10-31,0.65,0.59
CVX,2003-01-31,0.64,0.5
CVX,2003-05-02,0.9,1.01
CVX,2003-08-01,0.76,0.81
CVX,2003-10-31,0.8,0.92
CVX,2004-01-30,0.78,0.78
CVX,2004-04-30,1.01,1.21
CVX,2004-07-30,1.35,1.53
CVX,2004-10-29,1.36,1.28
CVX,2005-01-28,1.38,1.56
CVX,2005-04-29,1.38,1.28
CVX,2005-07-29,1.65,1.76
CVX,2005-10-28,1.85,1.64
CVX,2006-01-27,1.89,1.86
CVX,2006-04-28,1.78,1.8
CVX,2006-07-28,2.17,2.1
CVX,2006-10-27,2.04,2.29
CVX,2007-02-02,1.73,1.74
CVX,2007-04-27,1.68,1.86
CVX,2007-07-27,2.3,2.27
CVX,2007-11-02,2.07,1.94
CVX,2008-02-01,2.3,2.32
CVX,2008-05-02,2.41,2.48
CVX,2008-08-01,3.02,2.9
CVX,2008-10-31,3.27,3.85
CVX,2009-01-30,1.82,2.13
CVX,2009-05-01,0.81,0.72
CVX,2009-07-31,0.96,0.87
CVX,2009-10-30,1.43,1.72
CVX,2010-01-29,1.7,1.53
CVX,2010-04-30,1.93,2.36
CVX,2010-07-30,2.46,2.7
CVX,2010-10-29,2.13,1.87
CVX,2011-01-28,2.43,2.64
CVX,2011-04-29,2.97,3.09
CVX,2011-07-29,3.56,3.85
CVX,2011-10-28,3.44,3.92
CVX,2012-01-27,2.92,2.58
CVX,2012-04-27,3.22,3.17
CVX,2012-07-27,3.24,3.56
CVX,2012-11-02,2.87,2.37
CVX,2013-02-01,3.05,2.99
CVX,2013-04-26,3.08,3.18
CVX,2013-08-02,2.98,2.77
CVX,2013-11-01,2.74,2.57
CVX,2014-01-31,2.58,2.57
CVX,2014-05-02,2.48,2.36
CVX,2014-08-01,2.67,2.98
CVX,2014-10-31,2.53,2.95
CVX,2015-01-30,1.65,1.85
CVX,2015-05-01,0.81,1.37
CVX,2015-07-31,1.16,0.97
CVX,2015-10-30,0.74,1.09
CVX,2016-01-29,0.51,0.27
CVX,2016-04-29,-0.16,-0.11
CVX,2016-07-29,0.32,0.35
CVX,2016-10-28,0.39,0.49
CVX,2017-01-27,0.64,0.21
CVX,2017-04-28,0.87,1.23
CVX,2017-07-28,0.87,0.91
CVX,2017-10-27,0.97,0.85
CVX,2018-02-02,1.24,0.72
CVX,2018-04-27,1.49,1.9
CVX,2018-07-27,2.09,1.78
CVX,2018-11-02,2.06,2.44
CVX,2019-02-01,1.89,1.95
CVX,2019-04-26,1.33,1.47
CVX,2019-08-02,1.82,1.77
CVX,2019-11-01,1.46,1.55
CVX,2020-01-31,1.46,1.49
CVX,2020-05-01,0.67,1.29
CVX,2020-07-31,-0.92,-1.59
CVX,2020-10-30,-0.27,0.11
CVX,2021-01-29,0.09,-0.01
CVX,2021-04-30,0.94,0.9
CVX,2021-07-30,1.6,1.71
CVX,2021-10-29,2.19,2.96
CVX,2022-01-28,3.12,2.56
CVX,2022-04-29,3.45,3.36
CVX,2022-07-29,5.03,5.82
CVX,2022-10-28,4.92,5.56
CVX,2023-01-27,4.3,4.09
CVX,2023-04-28,3.38,3.55
CVX,2023-07-23,2.98,3.08
CVX,2023-10-27,3.68,3.05
CVX,2024-02-02,3.22,3.45
CVX,2024-04-26,2.91,2.93
CVX,2024-08-02,3.0,2.55
CVX,2024-11-01,2.42,2.51
CVX,2025-01-31,2.11,2.06
CVX,2025-05-02,2.15,2.18
CVX,2025-08-01,1.74,1.77
CVX,2025-10-31,1.71,1.85
CVX,2026-01-30,1.44,1.52
CVX,2026-05-01,0.97,1.41
CVX,2026-07-31,4.94,
GOOGL,2004-10-21,0.01,0.02
GOOGL,2005-02-01,0.01,0.02
GOOGL,2005-04-21,0.02,0.03
GOOGL,2005-07-21,0.03,0.03
GOOGL,2005-10-20,0.03,0.03
GOOGL,2006-01-31,0.04,0.04
GOOGL,2006-04-20,0.05,0.06
GOOGL,2006-07-20,0.06,0.06
GOOGL,2006-10-19,0.06,0.07
GOOGL,2007-01-31,0.07,0.08
GOOGL,2007-04-19,0.08,0.09
GOOGL,2007-07-19,0.08,0.07
GOOGL,2007-10-18,0.09,0.1
GOOGL,2008-01-31,0.11,0.11
GOOGL,2008-04-17,0.1,0.1
GOOGL,2008-07-17,0.12,0.12
GOOGL,2008-10-16,0.12,0.12
GOOGL,2009-01-22,0.12,0.13
GOOGL,2009-04-16,0.1,0.11
GOOGL,2009-07-16,0.13,0.13
GOOGL,2009-10-15,0.12,0.13
GOOGL,2010-01-21,0.14,0.15
GOOGL,2010-05-05,0.17,0.17
GOOGL,2010-07-15,0.16,0.16
GOOGL,2010-10-14,0.17,0.19
GOOGL,2011-01-20,0.18,0.2
GOOGL,2011-04-14,0.18,0.18
GOOGL,2011-07-14,0.17,0.19
GOOGL,2011-10-13,0.19,0.21
GOOGL,2012-01-19,0.23,0.21
GOOGL,2012-04-12,0.24,0.25
GOOGL,2012-07-19,0.25,0.25
GOOGL,2012-10-18,0.22,0.16
GOOGL,2013-01-22,0.21,0.22
GOOGL,2013-04-18,0.27,0.29
GOOGL,2013-07-18,0.23,0.24
GOOGL,2013-10-17,0.26,0.27
GOOGL,2014-01-30,0.31,0.3
GOOGL,2014-04-16,0.32,0.31
GOOGL,2014-07-17,0.31,0.3
GOOGL,2014-10-16,0.27,0.2
GOOGL,2015-01-29,0.36,0.34
GOOGL,2015-04-23,0.33,0.33
GOOGL,2015-07-16,0.33,0.35
GOOGL,2015-10-22,0.36,0.37
GOOGL,2016-02-01,0.4,0.43
GOOGL,2016-04-21,0.31,0.3
GOOGL,2016-07-28,0.32,0.35
GOOGL,2016-10-27,0.34,0.36
GOOGL,2017-01-26,0.38,0.38
GOOGL,2017-04-27,0.47,0.5
GOOGL,2017-07-24,0.22,0.25
GOOGL,2017-10-26,0.42,0.48
GOOGL,2018-02-01,0.49,0.49
GOOGL,2018-04-23,0.46,0.67
GOOGL,2018-07-23,0.19,0.23
GOOGL,2018-10-25,0.52,0.65
GOOGL,2019-02-04,0.55,0.64
GOOGL,2019-04-29,0.52,0.6
GOOGL,2019-07-25,0.56,0.71
GOOGL,2019-10-28,0.64,0.55
GOOGL,2020-02-03,0.63,0.77
GOOGL,2020-04-28,0.54,0.49
GOOGL,2020-07-30,0.41,0.51
GOOGL,2020-10-29,0.56,0.82
GOOGL,2021-02-02,0.8,1.12
GOOGL,2021-04-27,0.78,1.31
